detector_type,descriptor_type,frame,no_keypoints_frame,detector_time_ms,descriptor_time_ms,no_matched_points,matching_time_ms,ttc_lidar_s,ttc_camera_s
AKAZE,ORB,3,1561,51.27404600,6.43752900,954,7.71933800,17.26938871,12.82525445
AKAZE,ORB,4,1545,51.91428200,6.26712800,943,7.80820200,13.79866612,14.22458090
AKAZE,ORB,5,1526,53.38803900,6.11023100,959,7.68051700,12.85564709,14.02514567
AKAZE,ORB,6,1566,51.43796800,6.45044800,982,7.68786900,13.34054193,12.65503583
AKAZE,ORB,7,1529,51.89474700,6.19181100,992,7.71790300,14.45731022,15.32970023
AKAZE,ORB,8,1547,51.40107200,6.40920700,994,7.62936800,13.13016586,12.92002590
AKAZE,ORB,9,1572,51.78008400,6.49098200,947,7.82302800,12.34545830,11.10794062
AKAZE,ORB,10,1567,50.55780100,6.73853400,995,7.90730100,12.14960324,10.84568307
AKAZE,ORB,11,1538,49.81028900,6.11836200,943,7.74741500,11.54790781,12.58430357
AKAZE,ORB,12,1513,52.93714200,6.23161700,961,7.52804500,10.07826007,9.68427181
AKAZE,ORB,13,1538,51.97203800,6.27064800,969,7.48904700,9.20565887,11.16979442
AKAZE,ORB,14,1555,52.33565100,6.25672700,1020,8.16182000,9.54236248,10.35603700
AKAZE,ORB,15,1544,50.80868100,6.24608800,1026,7.65659000,8.39156690,10.97099188
AKAZE,ORB,16,1563,50.33844000,6.23071800,1022,7.76931800,8.88653053,9.88616274
AKAZE,ORB,17,1561,50.32632300,6.09539000,1056,7.82775500,11.04299793,9.06541772

AKAZE,FREAK,0,1513,51.23279900,25.45208500,0,0.00000000,0.00000000,0.00000000
AKAZE,FREAK,1,1541,50.64880500,25.76420100,915,7.96533400,12.29943227,11.52670577
AKAZE,FREAK,2,1529,50.39506900,25.67495700,910,8.06168900,12.98777737,12.02435634
AKAZE,FREAK,3,1561,51.58174200,26.15109800,969,8.17076500,17.26938871,12.79966501
AKAZE,FREAK,4,1545,51.76370200,26.13414200,935,8.32506900,13.79866612,13.58410769
AKAZE,FREAK,5,1526,51.83670300,31.00242500,900,10.21126300,12.85564709,14.24511819
AKAZE,FREAK,6,1566,51.68584400,26.12626600,947,8.05805500,13.34054193,14.19748295
AKAZE,FREAK,7,1529,50.75594600,26.30400100,984,8.20412000,14.45731022,15.60206886
AKAZE,FREAK,8,1547,50.65417800,26.02609500,959,7.98771600,13.13016586,12.61787158
AKAZE,FREAK,9,1572,50.18216200,26.22036700,961,8.23602700,12.34545830,14.47068478
AKAZE,FREAK,10,1567,50.64902500,27.00448000,970,8.52568700,12.14960324,11.59131453
AKAZE,FREAK,11,1538,50.69879800,25.57736400,935,8.27211300,11.54790781,11.89015115
AKAZE,FREAK,12,1513,50.34383800,26.09885100,961,7.98986300,10.07826007,10.02503921
AKAZE,FREAK,13,1538,51.01223800,26.10509600,964,7.84789300,9.20565887,10.67815281
AKAZE,FREAK,14,1555,51.50788800,26.04014600,1010,8.14516800,9.54236248,10.75032958
AKAZE,FREAK,15,1544,52.31378300,26.03896900,1027,8.10892700,8.39156690,9.55138783
AKAZE,FREAK,16,1563,50.99516600,27.84289000,1011,8.31804900,8.88653053,10.08180393
AKAZE,FREAK,17,1561,52.04556700,25.80675200,1027,8.36882400,11.04299793,8.79452565

AKAZE,AKAZE,0,1513,51.35952700,36.74532500,0,0.00000000,0.00000000,0.00000000
AKAZE,AKAZE,1,1541,50.90515700,38.14587100,1103,10.07405900,12.29943227,11.47235303
AKAZE,AKAZE,2,1529,51.98814700,39.51560300,1073,9.54526800,12.98777737,13.53274103
AKAZE,AKAZE,3,1561,51.62617900,37.94310600,1126,9.86281900,17.26938871,13.31661152
AKAZE,AKAZE,4,1545,51.34683300,38.56190700,1126,9.89708700,13.79866612,13.68881963
AKAZE,AKAZE,5,1526,52.15038000,37.34336400,1117,9.65749400,12.85564709,14.81912366
AKAZE,AKAZE,6,1566,51.02642100,38.45453400,1118,9.75235200,13.34054193,14.78778340
AKAZE,AKAZE,7,1529,50.66864400,38.19101500,1147,9.73063800,14.45731022,15.80941813
AKAZE,AKAZE,8,1547,51.43567400,38.25319100,1148,9.73881300,13.13016586,14.67123932
AKAZE,AKAZE,9,1572,51.30778100,38.77033300,1120,9.96959200,12.34545830,14.32283347
AKAZE,AKAZE,10,1567,51.44185300,37.46815800,1149,10.14038400,12.14960324,11.83404655
AKAZE,AKAZE,11,1538,52.01382500,38.12994900,1083,10.38947300,11.54790781,13.61018450
AKAZE,AKAZE,12,1513,51.80057000,37.88148900,1087,9.67758400,10.07826007,11.06390702
AKAZE,AKAZE,13,1538,51.07033200,37.27110500,1071,9.98740700,9.20565887,10.72392801
AKAZE,AKAZE,14,1555,50.61464800,37.69192000,1138,9.71163800,9.54236248,12.91403527
AKAZE,AKAZE,15,1544,50.89049400,37.88079900,1119,10.18482700,8.39156690,10.20220137
AKAZE,AKAZE,16,1563,52.81981900,36.87075300,1132,10.65440400,8.88653053,9.76009504
AKAZE,AKAZE,17,1561,51.95286600,38.43018300,1152,9.93410400,11.04299793,9.74451634

AKAZE,SIFT,0,1513,52.46411100,28.05600300,0,0.00000000,0.00000000,0.00000000
AKAZE,SIFT,1,1541,51.26304600,28.38998100,1136,14.04015100,12.29943227,12.49676576
AKAZE,SIFT,2,1529,52.18561800,27.82205200,1150,14.33165300,12.98777737,12.84570284
AKAZE,SIFT,3,1561,50.92033400,28.18150500,1166,14.39051900,17.26938871,12.89723682
AKAZE,SIFT,4,1545,51.14496400,27.96739000,1147,14.54378600,13.79866612,13.67123006
AKAZE,SIFT,5,1526,50.74510000,27.90028300,1146,14.14616600,12.85564709,14.20877739
AKAZE,SIFT,6,1566,50.87207800,28.46280800,1138,14.29289000,13.34054193,14.66033598
AKAZE,SIFT,7,1529,50.74316000,28.56486100,1159,14.25160800,14.45731022,15.58076096
AKAZE,SIFT,8,1547,50.46634400,28.30561200,1169,14.09521300,13.13016586,14.02442529
AKAZE,SIFT,9,1572,51.17797700,28.42774000,1161,14.49585900,12.34545830,12.80783162
AKAZE,SIFT,10,1567,50.47532900,28.80170500,1209,14.80520200,12.14960324,11.34179654
AKAZE,SIFT,11,1538,52.07667500,28.27446900,1149,14.45429500,11.54790781,12.27726967
AKAZE,SIFT,12,1513,49.85634800,27.73239000,1134,14.80863900,10.07826007,10.69190841
AKAZE,SIFT,13,1538,50.58235500,27.72679200,1145,14.40323200,9.20565887,10.87840335
AKAZE,SIFT,14,1555,51.04313900,28.26112300,1181,14.28884600,9.54236248,10.49408092
AKAZE,SIFT,15,1544,50.51203700,27.93734900,1183,14.35591000,8.39156690,9.88308365
AKAZE,SIFT,16,1563,50.63394400,28.07202800,1221,14.42980800,8.88653053,10.37386778
AKAZE,SIFT,17,1561,50.67012200,28.16456800,1210,14.53114200,11.04299793,9.72711664

SIFT,BRISK,0,1890,78.12472500,13.74151100,0,0.00000000,0.00000000,0.00000000
SIFT,BRISK,1,1915,80.07667700,13.68271100,726,11.26448400,12.29943227,14.14526534
SIFT,BRISK,2,1824,77.70883200,13.16871200,732,10.59030600,12.98777737,15.07600037
SIFT,BRISK,3,1837,77.65207600,13.28405600,743,10.26283800,17.26938871,14.92049188
SIFT,BRISK,4,1827,77.62450000,13.18817500,724,10.28651700,13.79866612,18.85551717
SIFT,BRISK,5,1877,78.12600200,13.43569800,732,10.35827800,12.85564709,14.67407977
SIFT,BRISK,6,1931,78.02576000,16.59110900,709,13.51508200,13.34054193,12.22549692
SIFT,BRISK,7,1964,79.33406600,13.92318500,755,11.56862700,14.45731022,16.72508757
SIFT,BRISK,8,1954,78.61805500,13.93507100,732,11.52894700,13.13016586,15.61249987
SIFT,BRISK,9,1984,78.63706700,14.09579100,736,12.11351300,12.34545830,11.84261669
SIFT,BRISK,10,2046,78.25629200,14.25010900,751,11.89268100,12.14960324,11.53243847
SIFT,BRISK,11,2065,78.25395600,14.63018100,765,12.41819900,11.54790781,12.41709995
SIFT,BRISK,12,2007,78.11666600,14.27386200,776,12.50672500,10.07826007,12.18733736
SIFT,BRISK,13,2029,79.54156600,15.04843000,786,12.60823200,9.20565887,9.73491996
SIFT,BRISK,14,2048,77.89741500,14.64583500,812,12.67565300,9.54236248,9.71496478
SIFT,BRISK,15,2044,78.44273200,14.99901500,843,12.76972200,8.39156690,9.65353223
SIFT,BRISK,16,2088,82.92572900,15.25044700,823,13.02898100,8.88653053,9.70693318
SIFT,BRISK,17,2095,82.17555200,14.95922800,896,13.66348400,11.04299793,8.46384073

SIFT,BRIEF,0,1890,77.62184300,3.06979600,0,0.00000000,0.00000000,0.00000000
SIFT,BRIEF,1,1915,78.94746300,3.13167200,908,9.69161900,12.29943227,11.65893679
SIFT,BRIEF,2,1824,76.70978000,3.05786000,858,9.03550900,12.98777737,14.10177407
SIFT,BRIEF,3,1837,77.40637100,3.05715100,878,8.78759700,17.26938871,13.78624847
SIFT,BRIEF,4,1827,78.02712800,3.01969100,903,8.80907300,13.79866612,17.33377238
SIFT,BRIEF,5,1877,77.42013500,3.08013600,856,9.46838900,12.85564709,13.56737215
SIFT,BRIEF,6,1931,77.92017000,3.08769400,893,9.30159300,13.34054193,12.00923251
SIFT,BRIEF,7,1964,79.92794300,3.23772400,904,9.51159400,14.45731022,14.70908910
SIFT,BRIEF,8,1954,78.13191600,3.16340300,915,10.18671400,13.13016586,17.42193968
SIFT,BRIEF,9,1984,77.75059500,3.21439000,881,9.77221100,12.34545830,12.65352318
SIFT,BRIEF,10,2046,78.63237200,3.25584400,910,9.96676000,12.14960324,10.70825044
SIFT,BRIEF,11,2065,80.24569700,3.37225400,920,10.53091000,11.54790781,10.74767415
SIFT,BRIEF,12,2007,77.70736700,3.27902900,919,10.88371300,10.07826007,12.67514284
SIFT,BRIEF,13,2029,77.08904400,3.26722400,935,10.32162200,9.20565887,9.15313742
SIFT,BRIEF,14,2048,78.64117700,3.31522500,1009,10.50908800,9.54236248,12.90802549
SIFT,BRIEF,15,2044,78.31667300,3.40606100,978,10.95829800,8.39156690,8.83419637
SIFT,BRIEF,16,2088,78.12812400,3.20368000,962,10.94057200,8.88653053,8.62720318
SIFT,BRIEF,17,2095,78.92108400,3.28957300,980,10.93021400,11.04299793,8.86008640

SIFT,ORB,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,nan
SIFT,ORB,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,ORB,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

SIFT,FREAK,0,1890,78.56050600,23.24933400,0,0.00000000,0.00000000,0.00000000
SIFT,FREAK,1,1915,77.62044000,23.64246000,698,9.74789200,12.29943227,10.17745349
SIFT,FREAK,2,1824,80.81758600,23.56142200,697,9.45651600,12.98777737,13.93730090
SIFT,FREAK,3,1837,77.18159100,23.03526700,700,9.21423500,17.26938871,14.84683275
SIFT,FREAK,4,1827,77.85395300,23.33972300,692,10.37042500,13.79866612,18.47785585
SIFT,FREAK,5,1877,81.43411000,23.28059800,685,9.34613300,12.85564709,12.40301212
SIFT,FREAK,6,1931,76.69800100,23.40504600,692,9.77085000,13.34054193,12.45674190
SIFT,FREAK,7,1964,80.62080000,23.52853000,706,10.38806400,14.45731022,14.66230090
SIFT,FREAK,8,1954,77.69647100,23.51443900,711,10.19245600,13.13016586,14.29195978
SIFT,FREAK,9,1984,77.74779500,23.79008100,688,10.30738100,12.34545830,13.90474794
SIFT,FREAK,10,2046,77.57142600,23.76043800,723,10.54528300,12.14960324,12.20765894
SIFT,FREAK,11,2065,78.78971600,24.00166400,707,11.17453700,11.54790781,11.24808668
SIFT,FREAK,12,2007,78.36556600,23.82031700,741,11.23232000,10.07826007,11.07397600
SIFT,FREAK,13,2029,79.09872600,23.59771000,726,11.12241800,9.20565887,9.70605516
SIFT,FREAK,14,2048,77.48871200,23.94460800,758,11.60347800,9.54236248,11.87060689
SIFT,FREAK,15,2044,77.24000700,24.09085500,763,11.49273500,8.39156690,10.91714764
SIFT,FREAK,16,2088,77.42356900,23.97177600,794,12.00117300,8.88653053,8.82507248
SIFT,FREAK,17,2095,79.23298700,24.18431300,804,11.79144100,11.04299793,8.84757519

SIFT,AKAZE,0,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,1,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,2,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,3,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,4,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,5,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,6,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,7,0,0.00000000,0.00000000,0,0.00000000,0.00000000,nan
SIFT,AKAZE,8,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,9,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,10,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,11,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,12,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,13,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,14,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,15,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,16,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000
SIFT,AKAZE,17,0,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000

SIFT,SIFT,0,1890,77.77173400,51.98516000,0,0.00000000,0.00000000,0.00000000
SIFT,SIFT,1,1915,76.69795100,53.20263500,1030,20.47553300,12.29943227,10.39040843
SIFT,SIFT,2,1824,78.12678800,52.81968300,987,19.78041700,12.98777737,13.49988887
SIFT,SIFT,3,1837,77.24225700,51.59572900,972,19.87587300,17.26938871,12.82976983
SIFT,SIFT,4,1827,78.59381400,52.50159700,963,19.37434100,13.79866612,14.96338619
SIFT,SIFT,5,1877,77.80745100,52.39215800,987,19.88424500,12.85564709,12.28967185
SIFT,SIFT,6,1931,78.04776600,53.39843900,969,20.54514400,13.34054193,11.16798046
SIFT,SIFT,7,1964,77.70998700,52.80515200,1013,21.73314300,14.45731022,13.54936120
SIFT,SIFT,8,1954,78.98388200,52.75959200,1036,22.05331000,13.13016586,15.62773088
SIFT,SIFT,9,1984,76.92274400,53.59837200,1008,21.89400100,12.34545830,12.60027909
SIFT,SIFT,10,2046,79.21323700,54.04566500,1006,22.96165800,12.14960324,10.78161077
SIFT,SIFT,11,2065,78.89418200,55.01840200,1084,23.75867600,11.54790781,10.60533709
SIFT,SIFT,12,2007,77.60498000,54.28247400,1060,23.35053600,10.07826007,10.18790805
SIFT,SIFT,13,2029,77.67739500,53.36170000,1106,23.13510200,9.20565887,9.68376397
SIFT,SIFT,14,2048,81.71680500,54.07452200,1124,23.91003200,9.54236248,11.27658997
SIFT,SIFT,15,2044,78.85629300,53.57420700,1107,23.83535000,8.39156690,9.71646083
SIFT,SIFT,16,2088,78.66975000,54.13351700,1173,24.45555000,8.88653053,9.89946449
SIFT,SIFT,17,2095,79.80799400,54.51422100,1183,24.64701100,11.04299793,8.59670112

